Source Sentence	Target Sentence	Predicted Sentence
This process, changing from a gas to a liquid, releases heat and in a storm the size of Andrew, the result is vast billowing updraughts which suck in more moisture from the sea's surface, creating more rain and heat, driving the wind speed higher and higher.	هذه العمليةِ، تَغْيير مِنْ غاز إلى سائل، إطلاقات التَسْخينُ وفي العاصفة يَقتحمُ حجمَ أندرو , النتيجة تَمَوُّج واسعُ فوق التياراتِ الذي يَمتصُّ في الرطوبةِ الأكثرِ مِنْ سطحِ البحرَ ,	هذه العمليةِ، تَغْيير مِنْ غاز إلى سائل، إطلاقات التَسْخينُ وفي العاصفة يَقتحمُ حجمَ أندرو , النتيجة تَمَوُّج واسعُ فوق التياراتِ الذي يَمتصُّ في الرطوبةِ الأكثرِ مِنْ سطحِ البحرَ ,
By Thursday morning, as the energy within the storm grew, the wind speeds accelerated to over 75 miles per hour.	بحلول صباح الخميس , كالطاقة ضمن العاصفةِ نَمتْ , سرعة الريحَ عجّلتْ إلى أكثر من 75 ميلِ بالسّاعة.	بحلول صباح الخميس , كالطاقة ضمن العاصفةِ نَمتْ , سرعة الريحَ عجّلتْ إلى أكثر من 75 ميلِ بالسّاعة.
Andrew was now officially a hurricane.	أندرو كَانَ الآن رسمياً إعصار.	أندرو كَانَ الآن رسمياً إعصار.
On Friday, the hurricane watchers saw Andrew weaken and turn away from Florida.	يوم الجمعة، مراقبو الإعصارَ رَأى أندرو يُضعفُ ويَبتعدُ عن فلوريدا.	في يوم الجمعة، رأى مراقبو الأعاصير أندرو يضعف ويتحرك بعيداً عن فلوريدا.
We thought it would move out to sea.	إعتقدنَا بأنّه يَنتقلُ إلى البحرِ.	إعتقدنَا بأنّه يَنتقلُ إلى البحرِ.
"The Miami Herald said, 'Andrew moves out to sea. "" Don't we wishl"	"منادي مايامي قالَ , ' أندرو يَنتقلُ إلى البحرِ. ""لا نحن آمنون"	"ذكرت صحيفة ميامي هيرالد: ""أندرو يتحرك بعيداً عن اليابسة"". لماذا لا نتمنى ذلك؟"
By Saturday morning, Andrew was gaining strength.	بحلول صباح السبت , أندرو كَانَ يَكْسبُ قوّةَ.	في صباح يوم السبت، كانت قوة أندرو تتزايد.
The eye of the hurricane hit the Bahamas with wind speeds of up to 122 miles per hour.	عين الإعصارِ ضَربتْ البهاما بسرعةِ الريحِ بحدود 122 ميلِ بالسّاعة.	عين الإعصار ضربت البهاما بسرعة رياح تصل إلى 122 ميل في الساعة.
Florida lay just ten hours ahead.	فلوريدا تَضِعُ فقط عشْرة ساعاتِ للأمام.	فلوريدا تقع عشر ساعات فقط قبل الآن.
Andrew was now 100 miles across.	أندرو كَانَ الآن 100 ميلَ عبر.	أصبح أندرو الآن على بُعد 100 ميل.
The outer edges were already lashing the Florida coast.	الحافات الخارجية كَانتْ تَضْربُ ساحل فلوريدا.	كانت الحواف الخارجية تضرب بالفعل ساحل فلوريدا.
Having spent years studying hurricanes from the safety of his desk, a bizarre twist of fate meant Stanley, his family and new baby were about to become victims of Andrew.	بَعْدَ أَنْ صَرفَ السَنَواتَ يدْرسُ الأعاصيرَ مِنْ أمانِ منضدتِه , ليّة غريبة مِنْ المصيرِ عَنى ستانلي، طفله الرضيع العائلي والجديد كَانتْ عَلى وَشَكِ أَنْ تُصبحَ ضحايا أندرو.	بَعْدَ أَنْ صَرفَ السَنَواتَ يدْرسُ الأعاصيرَ مِنْ أمانِ منضدتِه , ليّة غريبة مِنْ المصيرِ عَنى ستانلي، طفله الرضيع العائلي والجديد كَانتْ عَلى وَشَكِ أَنْ تُصبحَ ضحايا أندرو.
This is our house calmly waiting for Hurricane Andrew.	هذا بيتُنا بشكل هادئ إنتظار للإعصارِ أندرو.	هذا هو منزلنا ينتظر بسكينة إعصار أندرو.
Trapped at home, he hoped the eye of the hurricane would pass to the north.	حَصرَ في البيت، تَمنّى العينَ الإعصارِ يَعْبرُ إلى الشمالِ.	حَصرَ في البيت، تَمنّى العينَ الإعصارِ يَعْبرُ إلى الشمالِ.
"I was in denial. ""This isn't happening."""	"أنا كُنْتُ في النكرانِ. ""هذا لا يَحْدثُ. """	"كنت في حالة إنكار. ""هذا لا يحدث."""
I was dealing with a new baby and with a hurricanel	أنا كُنْتُ أَتعاملُ مع طفل رضيع جديد ومَع الإعصار	كنت أتعامل مع طفل رضيع جديد وعاصفة قوية
If you can see, it's the beginnings of Andrew.	إذا أنت يُمْكِنُ أَنْ تَرى , هو بِدايات أندرو.	إذا كنت تستطيع أن ترى، فهذا هو بداية أندرو.
This is just one little squall.	هذه فقط عاصفة صَغيرة واحدة.	هذه مجرد عاصفة صغيرة.
We have much more to go.	عِنْدَنا أكثر بكثيرُ للذِهاب.	لدينا الكثير أكثر للذهاب.
Sunday 23rd August.	أغسطس/آب الأحدِ الثالث والعشرونِ.	الأحد 23 أغسطس
We're going to weather it out.	نحن سَنَتجاوزُه خارج.	سنتحملها
"- ""Hi, Daniell"" - ""Hil"""	"- ""مرحباً, دانيال "" - ""مرحبا"""	مرحباً دانيال.
Boy, did you hear that?	ولد، هَلْ سَمعتَ ذلك؟	صديقي، هل سمعت ذلك؟
I don't know if a video will pick up anything out there, but it's coming.	أنا لا أَعْرفُ إذا الفيديو سَيَرتفعُ أيّ شئ هناك، لَكنَّه يَجيءُ.	أنا لا أَعْرفُ إذا الفيديو سَيَرتفعُ أيّ شئ هناك، لَكنَّه يَجيءُ.
People talk about a tornado as sounding like a freight train or plane going by.	يَتحدّثُ ناسُ عن إعصار كما يَبْدو مثل قطار بضائع أَو يُملّسُ المُرور.	يتحدث الناس عن الإعصار وكأنه يصدر صوتاً يشبه صوت قطار البضائع أو الطائرة وهي تمرّ.
This was like that but seemed to get louder and louder.	هذا كَانَ مثل ذلك لكن بُدِى أَنْ يُصبحَ أعلى وأعلى.	كان هذا مثل ذلك ولكن بدا وكأنه يصبح أعلى وأعلى.
It is blowing out there.	هو يَنفجرُ هناك.	إنها تعصف هناك.
I've never seen anything like it before.	أنا أبداً مَا رَأيتُ أيّ شئَ مثله قبل ذلك.	لم أرى شيئاً مثله من قبل.
We can feel our ears constantly pop.	نحن يُمْكِنُ أَنْ نَحسَّ آذانَنا بشكل ثابت السكانَ	يمكننا أن نشعر بأذنينا تنفخان باستمرار.
The winds outside are at least 110 mph.	الرياح خارج على الأقل مائة وعشرة ميل بالساعة.	سُرعةُ الرياحِ خارجَ المكانِ تتجاوزُ على الأقلِ 110 ميل في الساعة.
Aaron, are you OK?	هارون، هَلْ أنت حسناً؟	هارون، هَلْ أنت حسناً؟
The highest winds in a hurricane are found around the wall of the eye, the outer edge of the black ring.	الرياح الأعلى في إعصار تَجِدُ حول حائطِ العينِ , الحافة الخارجية للحلقةِ السوداءِ.	الرياح الأعلى في إعصار تَجِدُ حول حائطِ العينِ , الحافة الخارجية للحلقةِ السوداءِ.
At 4.35 on Sunday morning, the deadly eye wall of Andrew hit Dade County at 175 miles an hour, destroying the radar that produced these images.	في 4.35 في صباح الأحد , حائط العينِ القاتلِ لأندرو ضَربَ مقاطعةَ دايد في 175 ميلِ في السّاعة , يُحطّمُ الرادارَ الذي أنتجَ هذه الصورِ.	في 4.35 في صباح الأحد , حائط العينِ القاتلِ لأندرو ضَربَ مقاطعةَ دايد في 175 ميلِ في السّاعة , يُحطّمُ الرادارَ الذي أنتجَ هذه الصورِ.
People asked did I hear the roof rip off.	الناس الذين سَألوا سَمعتُ السقف يَغْشُّ.	سأل الناس هل سمعت السقف يتمزق؟
Something hit the kitchen or living room wall and it fell on us.	ضَربَ شيءَ المطبخَ أَو حائط غرفةِ الجلوس وهو سَقطَ علينا.	ضَربَ شيءَ المطبخَ أَو حائط غرفةِ الجلوس وهو سَقطَ علينا.
Things pressed down on us in a tiny space.	أشياء ضَغطتْ أسفل علينا في فضاء صغير جداً.	أشياء ضَغطتْ أسفل علينا في فضاء صغير جداً.
The water level was rising.	مستوى الماء كَانَ يَرتفعُ.	كان مستوى المياه يرتفع.
Things were getting louder and noisier and we thought we were going to die.	أشياء كَانتْ تُصبحُ أعلى وأكثر ضوضاءً ونحن إعتقدنَا بأنّنا كُنّا سنَمُوتُ.	أشياء كَانتْ تُصبحُ أعلى وأكثر ضوضاءً ونحن إعتقدنَا بأنّنا كُنّا سنَمُوتُ.
When the roof gave and we were in the most terrifying situation during the worst part of the storm, we were pinned under the wall right there.	عندما السقف أعطىَ ونحن كُنّا في الحالةِ الأكثر رعباً أثناء أسوأ جزءِ العاصفةِ , نحن دُبّسنَا تحت الحائطِ هناك.	عندما السقف أعطىَ ونحن كُنّا في الحالةِ الأكثر رعباً أثناء أسوأ جزءِ العاصفةِ , نحن دُبّسنَا تحت الحائطِ هناك.
It fell on top of us and pinned us there.	سَقطَ على القمةِ منّا ودبّسَنا هناك.	سقطت فوقنا وأثبتتنا هناك.
The kids crying, us crying, thanking God that we were all safe.	الأطفال يَبْكونَ، نَبْكي , نشْكرُ الله بأنّنا كُنّا كُلّنا سالمين.	الأطفال يبكون، نحن نبكي، نشكر الله على أننا جميعاً بخير.
Hallelujah...	سبحان الله...	حَمْدًا لله...
Hallelujah.	سبحان الله.	الله أكبر.
It shakes me when I see the film.	يَهْزُّني عندما أَرى الفلمَ.	يهزني عندما أرى الفيلم.
"I think, ""These poor guys don't know what's gonna happen. """	"أعتقد، ""هؤلاء الرجالِ الفقراءِ لا يَعْرفونَ الذي سَيَحْدثُ. """	"أعتقد أن ""هؤلاء الرجال الفقراء لا يعرفون ما سيحدث""."
